document_id,date,title,pdf_url,description,description_source
C09000063,12/27/1997,"December 27, 1997 Note From Strobe Talbott To Ambassador Sherman",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000063/C09000063.pdf,"State Department FOIA record C09000063, dated 12/10/1995, is titled ""December 10, 1995 Note to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000066,12/27/1997,"December 27, 1997 Note From Strobe Talbott To A/S Roth",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000066/C09000066.pdf,"State Department FOIA record C09000066, dated 9/7/1995, is titled ""Facsimile Transmission from Strobe Talbott to Sandy Berger"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000064,12/29/1997,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000064/C09000064.pdf,"State Department FOIA record C09000064, dated 10/14/1995, is titled ""October 14, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000067,12/29/1997,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000067/C09000067.pdf,"State Department FOIA record C09000067, dated 9/21/1995, is titled ""Facsimile Transmission from Strobe Talbott to Leon Fuerth"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000069,12/29/1997,"December 29, 1997 Note From Strobe Talbott To Larry Summers W/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000069/C09000069.pdf,"State Department FOIA record C09000069, dated 9/8/1982, is titled ""Public Law 97-255 97th Congress An Act"". The released text begins: ""PUBLIC 97-255--SEPI'. 8, S, 1982 1982 • Public Law 97-255 97th Congress An Act . S. ig BS OUJCtttl by the U enacted Saum and tM Senate HoUM of antl House of Representativa R~pf""Clffllatil,a ofof the 1M =· Flldiml lll&epitJ A.cl ol 1912. 21 USCUUIL United Sa:noK L Secrzose Financial Sr.c. 2.""",pdf
C09000021,12/30/1997,"December 30, 1997 Note From Strobe Talbott To Mr. Craig - S/P",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000021/C09000021.pdf,"State Department FOIA record C09000021, dated 9/3/1994, is titled ""DISSENT CHANNEL: S/P DIRECTOR STEINBERG-S RESPONSE TO DISSENT CHANNEL MESSAGE FROM HEAD OF POLITICAL INTERNAL SECTION, EMBASSY MOSCOW"". The released text begins: ""FOR THE THE ROPIER FOPHEF COMl-lt.lNIST STATES. BY BY ABANDONING ABANDONING ECONOMIC ECONOMIC REFORM, P.EFOfl.!-1, WE WE :!IBJECT: DISSENT CHANNEL: ·""""B~TECT: DISSENT CHANNEL: S/P DIRECTOR STEINBERG-5 S/P DIRECTOR STEINBERG-$ WOULD ALSO WOULD ALSO BE BE DOOMING DOOMING DEMOCRACY DEMOCRA…""",pdf
C09000070,12/30/1997,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000070/C09000070.pdf,"State Department FOIA record C09000070, dated 9/22/1995, is titled ""September 22, 1995 Letter to Sandy"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000095,1/4/1998,"January 4, 1998 Note From Strobe Talbott To Mort Abramowitz w/Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000095/C09000095.pdf,"State Department FOIA record C09000095, dated 4/4/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""PI AND JIM JIM E,O. 12356: E.O. l.2356: DECL:MAY 1999 DECL:MAY 199 TAGS: TAGS: AMGT SUBJECT : SUBJECT: OFFICIAL- OFFICIAL-INFORMAL COLLINS IN COLLINS IN ALMATY ALMATY REF: MO REF: SCO W 11179 MOSCOW l,l,l.79 l,. 1. THANKS FOR THANKS FOR THE THE FULL FULL AND AND COGENT REPORT ON COGENT REPORT THE MAMEDOV ON THE MAMEDOV SESSION .""",pdf
C09000096,1/4/1998,"January 4, 1998 Note From Strobe Talbott To Amb. Chamberlain w/Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000096/C09000096.pdf,"State Department FOIA record C09000096, dated 4/19/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000097,1/4/1998,"January 4, 1998 Note From Strobe Talbott To Amb. Eizenstat",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000097/C09000097.pdf,"State Department FOIA record C09000097, dated 5/1/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""IT WAS BY AND WAS, BY LARGE, PROMISING, AND LARGE, PROMI SING, THOUGH IT THOUGH IT HAD HAD ITS ITS UPS UPS AND AND DOWNS. YOU AND M DID A MAMEDOV DID A SUPERB JOB SUPERB JOB OF OF MANAGING MANAGING THINGS THINGS FROM FROM THERE.""",pdf
C09000064,1/5/1998,"January 5, 1998 Letter From Jim & Mort To Madam Secretary w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000064/C09000064.pdf,"State Department FOIA record C09000064, dated 10/14/1995, is titled ""October 14, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000074,1/5/1998,"Note From Strobe Talbott To Sandy Berger, NSC with Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000074/C09000074.pdf,"State Department FOIA record C09000074, dated 5/2/1983, is titled ""Zbig-Think"". The released text begins: ""But the unprm. by Zbigniew Brzezinski trol talks. He would have perhaps even sion created here is of a Chief Executive Farrar, Straus & Giroux sent an aircraft carrier to show the flag off hopelessly concerned with minutiae, me, 587 pages; $22.50 the Horn of Africa.""",pdf
C09000033,1/6/1998,MAMEDOV ON WISNER-KOPTEV MEETING,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000034,1/7/1998,Continuing Our Dialogue on Russia Policy,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000034/C09000034.pdf,"State Department FOIA record C09000034, dated 9/25/1995, is titled ""September 25, 1995 letter From Strobe Talbott To Elise Lewis with attachment"". The released text begins: ""Lewis: I am writing in enthusiastic support of Tom Donilon for Council membership. Please take this letter as a genuinely personal endorsement from someone who knows the Council well -- and of someone who, I'm convinced, would make a real contribution to the activities of the CFR for a long time to come.""",pdf
C09000006,1/8/1998,"January 8, 1998 Transcript of the Primakov Profile w/Attached Cover Sheet",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000006/C09000006.pdf,"State Department FOIA record C09000006, dated 3/22/1996, is titled ""March 22, 1996 Letter From Acting Secretary To Elaine Agnes McGovern"". The released text begins: ""McGovern: l'm writing to convey my regret and apologies for the confusion at the Retirement Ceremony this morning. 0ur reliance on computer lists can and does get us in trouble, as it did today. I did want to congratulate you on a job well done in a series of difficult posts around the world: Belgrade, Pretoria, Rabat, Nairobi, Libreville, New Delhi, Colombo and, fiiially, Vienna.""",pdf
C09000058,1/9/1998,Preliminary Analysis of Draft Implementing Regulations for the Russian Religion Law w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000058/C09000058.pdf,"State Department FOIA record C09000058, dated 5/2/1994, is titled ""YOUR APPEARANCE ON CNN TOMORROW"". The released text begins: ""You can use the occasion to assert our objectives, explain our strategy, review our accomplishments, and push back against our critics. Like most other periods of great change, this era comes at the end of a war.""",pdf
C09000098,1/9/1998,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000098/C09000098.pdf,"State Department FOIA record C09000098, dated 6/7/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""LEON AND LEON BILL- PLS AND BILL- PLS PASS PASS THE THE FOLLOWING FOLLOWING MESSAGE MESSAGE TO TO MAMEDOV FROM ME MAMEDOV FROM ME WHEN WHEN YOU SEE HIM YOU SEE HIM TOMORROW TOMORROW -- THURSDA Y, THURSDAY. HOPE YOUR YOUR MEETING MEETING GOES GOES WELL -- WE'LL WELL -- LOOK WE'LL LOOK FORWARD TO FORWARD TO HEARING FROM YOU.""",pdf
C09000056,1/15/1998,"January 15, 1998 Note To Sandy Berger",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000056/C09000056.pdf,"State Department FOIA record C09000056, dated 6/9/1994, is titled ""Letter dated June 9, 1994 from Nelson S. Talbott to Bill Clinton"". The released text begins: ""TM-1KM WW4AM PAWL _OWO AWING June 9. 1994 Dear Mr. President: Weicome home from an outstanding, inspirational performance in Europe.""",pdf
C09000080,1/15/1998,Financial Crisis Task Force products,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000080/C09000080.pdf,"State Department FOIA record C09000080, dated 8/5/1996, is titled ""August 5, 1996 Letter From B. Yeltsin To William J. Clinton"". The released text begins: ""You our relations. and II You and have exchanged extremely haveexchanged important letters. extremelyimportant consider your letters. Sound results the end marked the results marked ofthe end of last session the last ofthe session of the Chernomyrdin- Chernomyrdin- Gore Commissio Gore n.""",pdf
C09000036,1/19/1998,MEETINGS WITH PRIMAKOV IN SWEDEN w/Attached Facsimile,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000035,1/20/1998,RUSSIA-IRAN MISSILES: NEXT STEPS,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000035/C09000035.pdf,"State Department FOIA record C09000035, dated 11/28/1995, is titled ""November 28, 1995 Note from Strobe Talbott to Ambassador McNamara"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000037,1/22/1998,Chernomyrdin Increases Controls on Mass-Destruction Weapons w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000037/C09000037.pdf,"State Department FOIA record C09000037, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000038,1/23/1998,MKA-ST script for Russia PC,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"State Department FOIA record C09000038, dated 5/12/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000062,1/25/1998,"January 25, 1998 Note From Strobe Talbott To Sol Linowitz w/Attached Fax Sheet",https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000062/C09000062.pdf,"State Department FOIA record C09000062, dated 4/14/1996, is titled ""April 14, 1996 Letter From Jing N. Wu To Bill w/Attached Facsimile Transmission"". The released text begins: ""Jing Wu, who will be visiting Haiti for several days starting May 3. Wu is a specialist in Chinese Chinese traditional medicine.""",pdf
C09000063,1/25/1998,"January 25, 1998 Note From Strobe Talbott To David Rockefeller w/Attached Fax Sheet",https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000063/C09000063.pdf,"State Department FOIA record C09000063, dated 12/10/1995, is titled ""December 10, 1995 Note to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000043,1/26/1998,"January 26, 1997 Letter From Strobe Talbott To Charles William Maynes w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2023/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000058,1/26/1998,"January 26, 1998 Letter From Strobe Talbott To Richard H. Solomon w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000058/C09000058.pdf,"State Department FOIA record C09000058, dated 5/2/1994, is titled ""YOUR APPEARANCE ON CNN TOMORROW"". The released text begins: ""You can use the occasion to assert our objectives, explain our strategy, review our accomplishments, and push back against our critics. Like most other periods of great change, this era comes at the end of a war.""",pdf
C09000059,1/26/1998,"January 26, 1998 Letter From Strobe Talbott To Jan Nowak w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000059/C09000059.pdf,"State Department FOIA record C09000059, dated 10/19/1996, is titled ""October 19, 1996 Letter From George To Strobe Talbott"". The released text begins: ""In accordance with rather trustworthy information, there is an agreement signed by US Assistant Secretary of Defense and Deputy Chief of Staff of the Turkish Army to modify Turkish F-16 aircrafts in order to give them nuclear weapons deliv… Specifically, it concerns a special certification of the above-mentioned aircrafts and the possibility of their deployment with nuclear equipment.""",pdf
C09000060,1/26/1998,"January 26, 1998 Letter From Strobe Talbott To Jess N. Hordes w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000060/C09000060.pdf,"State Department FOIA record C09000060, dated 11/21/1995, is titled ""November 21, 1995 Letter from Strobe to Chris and Dick with attachments"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000052,2/3/1998,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000052/C09000052.pdf,"State Department FOIA record C09000052, dated 12/12/1994, is titled ""December 12, 1994 letter from Strobe Talbott to Yuri"". The released text begins: ""Like the last such letter I wrote you, quite a while ago, this is an entirely private communication. It goes from my head to your eyes without passing through any clearance procedures or any intermediaries, other than Jim's willingness to play postman.""",pdf
C09000053,2/4/1998,"February 4, 1998 Letter From Strobe Talbott To Ambassador Nuzhet Kandemir w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000053/C09000053.pdf,"State Department FOIA record C09000053, dated 5/4/1994, is titled ""Opening comments about last night's CNN"". The released text begins: ""BC asks about Karen Elliot House ST: She's a neocon, wife of Kahn, beaten up alot of us over years, close to WSJ editorial line. Not a classic right-winger , but hard line.""",pdf
C09000081,2/4/1998,"February 4, 1998 Note From Strobe Talbott To Amb. Sestanovich",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000081/C09000081.pdf,"State Department FOIA record C09000081, dated 10/12/1995, is titled ""October 12, 1995 Memorandum from Strobe Talbott to Deputy Secretary of Defense White W/Attachment(s)"". The released text begins: ""(C) BEGIN BEGIN SUMMARY: SUMMARY: EMBOFF EMBOFF VISITED VISITED HNP HNP STATIONS STATIONS ININ TH NORTH NORTH SEPTEMBER 27-29. EMBOFF FOUND GENERALLY STRONG POPULAR POPULAR SUPPORT SUPPORT FORFOR THE THE HNP HNP AND AND HIGH HIGH MORALE MORALE AMONG AMONG HNP HNP AGENTS AGENTS DESPITE DESPITE MATERIEL MATERIEL SHORTCOMINGS.""",pdf
C09000013,2/9/1998,Fax From Strobe Talbott To Ambassador Holbrooke w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000013/C09000013.pdf,"State Department FOIA record C09000013, dated 11/3/1995, is titled ""Handwriten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000079,2/12/1998,"February 12, 1998 Note From Strobe Talbott To Ambassador John Kornblum",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000079/C09000079.pdf,"State Department FOIA record C09000079, dated 7/3/1996, is titled ""Meeting with Polish President Kwasniewski"". The released text begins: ""We We will will emphasize emphasize progress in progress in democratic democratic andand economic economic reforms, reforms, and and will will be be interested to interested to talk talk about about relations relations with Russia Russia i… U.S.-Polish U.S.-Polish relations relations are are probably probably better better now now than at any time in our common history as than at any time in our common as independent independent states. states.""",pdf
C09000014,2/15/1998,"February 15, 1998 Letter From Strobe Talbott To Sandy Berger w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000014/C09000014.pdf,"State Department FOIA record C09000014, dated 2/8/1996, is titled ""Handwritten Letter"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000054,2/15/1998,"February 15, 1998 Letter From Strobe Talbott To Senator Richard Bryan w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000054/C09000054.pdf,"State Department FOIA record C09000054, dated 4/28/1993, is titled ""Proposed Message to President Yeltsin"". The released text begins: ""I have also attached a proposed response to Yeltsin (which I have reviewed with Strobe Talbott). The proposed message includes our views on a variety of the most important issues on the agenda with Russia.""",pdf
C09000066,2/15/1998,"February 15, 1998 Note From Strobe Talbott To Ross Wilson w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000066/C09000066.pdf,"State Department FOIA record C09000066, dated 9/7/1995, is titled ""Facsimile Transmission from Strobe Talbott to Sandy Berger"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000078,2/15/1998,"February 15, 1998 Note From Strobe Talbott To Ross Wilson w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000078/C09000078.pdf,"State Department FOIA record C09000078, dated 4/11/1995, is titled ""U.S. - Turkish Leadership in the post-Cold War World"". The released text begins: ""U.S. -- Turkish Turkish Leadership Leadership in in the the post-Cold post-Cold War War World World (AS (AS DELIVERED) DELIVERED) Remarks Remarks by U.S. Deputy Secretary of State Strobe Talbott at at Bilkent Bilkent University University Ankara, Turkey April 11, 1995 FL-2017-13804 A-00000608870 ""UNCLASSIFIED"" 7/11/2023 FL-2017-13804 7-11-23 2 It's a pleasure to be back in Ankara.""",pdf
C09000088,2/15/1998,"February 15, 1998 Note From Strobe Talbott To Ron Asmus",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000088/C09000088.pdf,"State Department FOIA record C09000088, dated 12/4/1995, is titled ""Request for First-Class Air Accommodations"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000089,2/15/1998,"February 15, 1998 Note Strobe Talbott To David Greenlee",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000089/C09000089.pdf,"State Department FOIA record C09000089, dated 2/5/1995, is titled ""Handwritten Note with attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000090,2/15/1998,"February 15, 1998 Note From Strobe Talbott To Amb. Grossman",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000090/C09000090.pdf,"State Department FOIA record C09000090, dated 3/14/1995, is titled ""March 14, 1995 Letter from Strobe Talbott to Anthony Lake"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000055,2/16/1998,"February 16, 1998 Letter From Strobe Talbott To Jukka Valtasaari",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000055/C09000055.pdf,"State Department FOIA record C09000055, dated 10/17/1994, is titled ""Delivered to the White House 10/17"". The released text begins: ""I have given appropriate instructions regarding the vote being governed by the supreme interests of the US-Russian partnership. References to Iraq having not withdrawn its tanks to their permanent stationment positions, are not valid.""",pdf
C09000056,2/16/1998,Handwritten Letter w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000056/C09000056.pdf,"State Department FOIA record C09000056, dated 6/9/1994, is titled ""Letter dated June 9, 1994 from Nelson S. Talbott to Bill Clinton"". The released text begins: ""TM-1KM WW4AM PAWL _OWO AWING June 9. 1994 Dear Mr. President: Weicome home from an outstanding, inspirational performance in Europe.""",pdf
C09000087,2/16/1998,"February 16, 1998 Note From Strobe Talbott To Amb. Kornblum. Bonn",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000087/C09000087.pdf,"State Department FOIA record C09000087, dated 2/5/1995, is titled ""Handwritten Note with attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000006,2/17/1998,"February 17, 1998 Note From Strobe Talbott To MKA w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000006/C09000006.pdf,"State Department FOIA record C09000006, dated 3/22/1996, is titled ""March 22, 1996 Letter From Acting Secretary To Elaine Agnes McGovern"". The released text begins: ""McGovern: l'm writing to convey my regret and apologies for the confusion at the Retirement Ceremony this morning. 0ur reliance on computer lists can and does get us in trouble, as it did today. I did want to congratulate you on a job well done in a series of difficult posts around the world: Belgrade, Pretoria, Rabat, Nairobi, Libreville, New Delhi, Colombo and, fiiially, Vienna.""",pdf
C09000084,2/17/1998,"February 16, 1998 Note From Strobe Talbott To Amb. Kornblum w/Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000084/C09000084.pdf,"State Department FOIA record C09000084, dated 1/4/1995, is titled ""Handwritten Note with attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000012,3/3/1998,"The Great Hegemon, ST notes, March 3 98",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000012/C09000012.pdf,"State Department FOIA record C09000012, dated 9/12/1994, is titled ""September 12, 1994 Letter To Boris"". The released text begins: ""II agree agree with with you thatthat we should work we.. should work with with our our P-5 P- colleagues to colleagues to give give impulse impulse toto a a ban ban onon production production of of weapon-grade weapon-grade fissile materi… The fissile The efforts efforts to to develop develop aa ban ban in in the the Conference Conference on Disarmament on Disarmament (CD) (CD) have have thus thus far far been been slow, slow, and and P-5 P-5 action action could…",pdf
C09000045,3/3/1998,"March 3, 1998 Letter to Lithuanian Prime Minister Vagnorius on Williams Investment w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2023/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000082,3/3/1998,"""THE GREAT HEGEMON"" ST notes, March 3 98",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000082/C09000082.pdf,"State Department FOIA record C09000082, dated 11/1/1995, is titled ""November 1, 1995 Letter from Strobe Talbott to William Perry with WashFax Receipt"". The released text begins: ""SIS## s/s J Message No._____ _ __ Clessifioef ion CONFIDENTIAl CONFIDENTIA1 No. Washington, D.C. 20520 20520 November November 1, 1, 1995 1995 CONFIDENTIAL CONFIDENTIAL Bill, Bill, Thanks for your Thanks for your call from the call from the plane .""",pdf
C09000093,3/3/1998,"March 3, 1998 Note From Strobe Talbott To Greg Craig",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000093/C09000093.pdf,"State Department FOIA record C09000093, dated 3/14/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""TOM, THANKS FOR FOR THE THE EXCELLENT CABLE THAT DID INDEED DID INDEED FILL THE FILL BILL ~F SETTING THE BILL OF SETTING THE SCENE FOR OUR FOR OUR PSG MEETING MEETING YESTERDAY. IT WAS SO GOOD WAS SO THAT RATHER GOOD THAT RATHER THAN THAN SUMMARIZING SUMMARIZING {OR PLAGIARIZING} {OR PLAGIARIZING} IT,IT, II SIMPLY SIMPLY HANDED HANDED ITIT OUT, OUT.""",pdf
C09000025,3/6/1998,LETTER FROM PRESIDENT CLINTON TO PRESIDENT YELSTIN,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000025/C09000025.pdf,"State Department FOIA record C09000025, dated 12/4/1995, is titled ""THE KISSINGER VISION: RUSSIA NO, CHINA YES"". The released text begins: ""That means means you you never never travel travel alone, AGE 68: AGE 68: By By now now you you are are aa Colossus. You You know know alone, bccause now vour friends are rnostly glamorous ladies because now vour friends arc mostly glamorous ladies but but you alone when appear alone only appear you only when youyou go go onon Nighrlim.""",pdf
C09000025,3/6/1998,"PSG, 3/6/98, 4:30 w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000025/C09000025.pdf,"State Department FOIA record C09000025, dated 12/4/1995, is titled ""THE KISSINGER VISION: RUSSIA NO, CHINA YES"". The released text begins: ""That means means you you never never travel travel alone, AGE 68: AGE 68: By By now now you you are are aa Colossus. You You know know alone, bccause now vour friends are rnostly glamorous ladies because now vour friends arc mostly glamorous ladies but but you alone when appear alone only appear you only when youyou go go onon Nighrlim.""",pdf
C09000055,3/6/1998,Weekly Report from the Department of State,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000055/C09000055.pdf,"State Department FOIA record C09000055, dated 10/17/1994, is titled ""Delivered to the White House 10/17"". The released text begins: ""I have given appropriate instructions regarding the vote being governed by the supreme interests of the US-Russian partnership. References to Iraq having not withdrawn its tanks to their permanent stationment positions, are not valid.""",pdf
